image-0.jpg,neutral
image-1.jpg,surprise
image-10.jpg,anger
image-100.jpg,anger
image-11.jpg,happiness
image-12.jpg,surprise
image-13.jpg,neutral
image-14.jpg,anger
image-15.jpg,anger
image-16.jpg,contempt
image-17.jpg,contempt
image-18.jpg,surprise
image-19.jpg,anger
image-2.jpg,disgust
image-20.jpg,disgust
image-21.jpg,disgust
image-22.jpg,disgust
image-23.jpg,contempt
image-24.jpg,happiness
image-25.jpg,neutral
image-26.jpg,sadness
image-27.jpg,neutral
image-28.jpg,sadness
image-29.jpg,happiness
image-3.jpg,disgust
image-30.jpg,neutral
image-31.jpg,sadness
image-32.jpg,contempt
image-33.jpg,surprise
image-34.jpg,contempt
image-35.jpg,disgust
image-36.jpg,anger
image-37.jpg,disgust
image-38.jpg,contempt
image-39.jpg,happiness
image-4.jpg,sadness
image-40.jpg,sadness
image-41.jpg,surprise
image-42.jpg,happiness
image-43.jpg,happiness
image-44.jpg,surprise
image-45.jpg,disgust
image-46.jpg,anger
image-47.jpg,sadness
image-48.jpg,disgust
image-49.jpg,sadness
image-5.jpg,neutral
image-50.jpg,surprise
image-51.jpg,neutral
image-52.jpg,sadness
image-53.jpg,contempt
image-54.jpg,contempt
image-55.jpg,anger
image-56.jpg,neutral
image-57.jpg,neutral
image-58.jpg,surprise
image-59.jpg,sadness
image-6.jpg,happiness
image-60.jpg,sadness
image-61.jpg,contempt
image-62.jpg,happiness
image-63.jpg,happiness
image-64.jpg,anger
image-65.jpg,sadness
image-66.jpg,neutral
image-67.jpg,neutral
image-68.jpg,neutral
image-69.jpg,happiness
image-7.jpg,neutral
image-70.jpg,contempt
image-71.jpg,contempt
image-72.jpg,happiness
image-73.jpg,happiness
image-74.jpg,sadness
image-75.jpg,surprise
image-76.jpg,anger
image-77.jpg,happiness
image-78.jpg,contempt
image-79.jpg,disgust
image-8.jpg,happiness
image-80.jpg,anger
image-81.jpg,anger
image-82.jpg,anger
image-83.jpg,anger
image-84.jpg,anger
image-85.jpg,anger
image-86.jpg,anger
image-87.jpg,anger
image-88.jpg,anger
image-89.jpg,anger
image-9.jpg,disgust
image-90.jpg,anger
image-91.jpg,anger
image-92.jpg,anger
image-93.jpg,anger
image-94.jpg,anger
image-95.jpg,anger
image-96.jpg,anger
image-97.jpg,anger
image-98.jpg,anger
image-99.jpg,anger
